type,cell_type,feature,coefficient
ptAge,BC,Bm_CCL4L2,18.44883484
ptAge,BC,Bm_CCL5,0.849462819
ptAge,BC,Bm_CCNF,-0.661747311
ptAge,BC,Bm_CCNJL,12.33734891
ptAge,BC,Bm_CD22,-0.552599906
ptAge,BC,Bm_CD34,-52.36006804
ptAge,BC,Bm_CDC34,-6.801017991
ptAge,BC,Bm_CDCP1,-96.82050845
ptAge,BC,Bm_CDHR3,0.248165488
ptAge,BC,Bm_CDK10,0.153376965
ptAge,BC,Bm_CDK14,3.337966307
ptAge,BC,Bm_CDYL2,6.009735712
ptAge,BC,Bm_CENPA,-7.530984718
ptAge,BC,Bm_CENPK,0.622032353
ptAge,BC,Bm_CERNA1,-6.033814117
ptAge,BC,Bm_CHD7,-3.101319542
ptAge,BC,Bm_CHRNB4,-50.27686722
ptAge,BC,Bm_CHSY3,5.633970108
ptAge,BC,Bm_CLMN,-0.51868451
ptAge,BC,Bm_COLGALT2,4.785617569
ptAge,BC,Bm_COQ2,-6.040707662
ptAge,BC,Bm_COX10,-1.621814943
ptAge,BC,Bm_CPD,0.257256
ptAge,BC,Bm_CPT1A,1.725882082
ptAge,BC,Bm_CPVL,-10.51397188
ptAge,BC,Bm_CRIM1,3.052800155
ptAge,BC,Bm_CRIP1,2.522345346
ptAge,BC,Bm_CRYBB2,60.86014161
ptAge,BC,Bm_CRYGN,156.8715916
ptAge,BC,Bm_CSE1L,-0.700537491
ptAge,BC,Bm_CTDSPL,0.349913495
ptAge,BC,Bm_CTNNBIP1,-1.342236734
ptAge,BC,Bm_CUEDC1,45.00962921
ptAge,BC,Bm_CUL3,-1.284647392
ptAge,BC,Bm_CYBB,-0.75103641
ptAge,BC,Bm_CYP4F26P,50.88127081
ptAge,BC,Bm_CYYR1-AS1,32.07835966
ptAge,BC,Bm_DAND5,-70.32861877
ptAge,BC,Bm_DCAF12,0.697925011
ptAge,BC,Bm_DDAH1,-0.690742181
ptAge,BC,Bm_DEFB124,81.50096582
ptAge,BC,Bm_DENND1B,1.890472035
ptAge,BC,Bm_DENND5B,-1.264727759
ptAge,BC,Bm_DGKZ,3.304120473
ptAge,BC,Bm_DHX34,-0.594332757
ptAge,BC,Bm_DIAPH1,1.397204174
ptAge,BC,Bm_DLGAP4-AS1,-0.710145401
ptAge,BC,Bm_DNAJC10,-0.43466656
ptAge,BC,Bm_DNLZ,0.956514878
ptAge,BC,Bm_DNM3,3.288346314
ptAge,BC,Bm_DNMT3A,0.526683858
ptAge,BC,Bm_DOCK5,5.179276871
ptAge,BC,Bm_DOK2,2.710827171
ptAge,BC,Bm_DPY19L3,-1.764185864
ptAge,BC,Bm_DYRK3,-11.33598842
ptAge,BC,Bm_EBF1,-0.011118929
ptAge,BC,Bm_EDARADD,17.52101574
ptAge,BC,Bm_EDNRB-AS1,34.78768478
ptAge,BC,Bm_EFHC1,-5.100452284
ptAge,BC,Bm_EGLN3,0.016764551
ptAge,BC,Bm_EHMT1,-0.035628788
ptAge,BC,Bm_EIF4E3,0.755312937
ptAge,BC,Bm_ELAVL3,-73.67748335
ptAge,BC,Bm_ELFN1,7.905286286
ptAge,BC,Bm_ELOVL5,-0.437545232
ptAge,BC,Bm_ENPP7,-4.208940806
ptAge,BC,Bm_EPDR1,4.729256287
ptAge,BC,Bm_ERVMER34-1,179.0763251
ptAge,BC,Bm_ERVV-1,-11.02815402
ptAge,BC,Bm_ETNK2,-38.55409478
ptAge,BC,Bm_EXOG,1.357098825
ptAge,BC,Bm_F2RL2,15.00101509
ptAge,BC,Bm_FABP3,86.45705929
ptAge,BC,Bm_FAM151B,9.220814198
ptAge,BC,Bm_FAM167A-AS1,-7.771487399
ptAge,BC,Bm_FAM178B,3.360300608
ptAge,BC,Bm_FAM83B,38.60420512
ptAge,BC,Bm_FAM8A1,1.562436363
ptAge,BC,Bm_FAS,2.804623606
ptAge,BC,Bm_FCGR3A,2.551100768
ptAge,BC,Bm_FCHSD2,-0.049026657
ptAge,BC,Bm_FCRL1,-0.601439548
ptAge,BC,Bm_FDXACB1,40.61710138
ptAge,BC,Bm_FHAD1,19.14999966
ptAge,BC,Bm_FHL1,4.907833749
ptAge,BC,Bm_FMO5,-2.09539983
ptAge,BC,Bm_FNDC3B,0.369835446
ptAge,BC,Bm_FRY,1.979388474
ptAge,BC,Bm_FRYL,1.290033102
ptAge,BC,Bm_FUT3,-144.1466267
ptAge,BC,Bm_GABPB1-AS1,-0.04702618
ptAge,BC,Bm_GBP5,1.869548203
ptAge,BC,Bm_GCH1,1.591860026
ptAge,BC,Bm_GCNT4,17.65205213
ptAge,BC,Bm_GDF5,-23.29043482
ptAge,BC,Bm_GFPT2,-19.53560499
ptAge,BC,Bm_GGACT,0.233994804
ptAge,BC,Bm_GIMAP4,0.096199725
ptAge,BC,Bm_GLT1D1,29.63256632
ptAge,BC,Bm_GLYAT,-63.14531853
ptAge,BC,Bm_GNA12,-2.318785129
ptAge,BC,Bm_GNLY,0.223155328
ptAge,BC,Bm_GPR160,-2.606876511
ptAge,BC,Bm_GPR183,-3.138634819
ptAge,BC,Bm_GRID2,-25.85778626
ptAge,BC,Bm_GRIK2,-13.82844098
ptAge,BC,Bm_GRIN2B,7.734647984
ptAge,BC,Bm_GRK3,-3.382582774
ptAge,BC,Bm_GSAP,-1.06598548
ptAge,BC,Bm_GSDMA,-70.2437197
ptAge,BC,Bm_GSG1L,91.9148483
ptAge,BC,Bm_GUCY1A1,7.620797875
ptAge,BC,Bm_HDGFL2,9.566166106
ptAge,BC,Bm_HEATR9,12.7621028
ptAge,BC,Bm_HELB,0.938164449
ptAge,BC,Bm_HIVEP3,0.67132788
ptAge,BC,Bm_HLX,-6.79087954
ptAge,BC,Bm_HNRNPLL,0.13880889
ptAge,BC,Bm_HPCAL4,-2.923991895
ptAge,BC,Bm_HSF5,-1.000489149
ptAge,BC,Bm_HSPA12A,-7.712004844
ptAge,BC,Bm_IDE,-1.698159814
ptAge,BC,Bm_IGHE,16.40451069
ptAge,BC,Bm_IGHV2-5,-2.491481134
ptAge,BC,Bm_IGHV7-34-1,-112.7148854
ptAge,BC,Bm_IGKV2OR22-4,55.02109979
ptAge,BC,Bm_IGLJ2,-27.16614133
ptAge,BC,Bm_IGLV2-33,-34.41507899
ptAge,BC,Bm_IGSF9B,7.374100547
ptAge,BC,Bm_IL2RB,6.778503625
ptAge,BC,Bm_INA,70.56919976
ptAge,BC,Bm_INKA1,-16.92565978
ptAge,BC,Bm_INPP4B,0.024360976
ptAge,BC,Bm_INPP5A,-1.964914717
ptAge,BC,Bm_IQGAP2,0.28018049
ptAge,BC,Bm_ITFG1-AS1,6.758666126
ptAge,BC,Bm_ITGA10,1.809635938
ptAge,BC,Bm_JAKMIP1,0.303522069
ptAge,BC,Bm_JAKMIP2,0.26674492
ptAge,BC,Bm_KANK1,1.943874499
ptAge,BC,Bm_KAZN,2.280585316
ptAge,BC,Bm_KBTBD4,-3.591123334
ptAge,BC,Bm_KCNQ5,-2.092675138
ptAge,BC,Bm_KCNQ5-AS1,-38.63772911
ptAge,BC,Bm_KCTD11,-9.327004742
ptAge,BC,Bm_KDM4D,-20.1739073
ptAge,BC,Bm_KIF20A,-122.8136212
ptAge,BC,Bm_KIF21A,2.452870326
ptAge,BC,Bm_KIRREL3-AS1,71.84991366
ptAge,BC,Bm_KLF15,82.12398989
ptAge,BC,Bm_KLF4,-6.996951707
ptAge,BC,Bm_KLHL10,5.270392801
ptAge,BC,Bm_KLHL14,-1.054346608
ptAge,BC,Bm_KLRC4,2.057317595
ptAge,BC,Bm_KLRC4-KLRK1,1.109289866
ptAge,BC,Bm_KLRD1,0.493686574
ptAge,BC,Bm_KLRF1,2.197961682
ptAge,BC,Bm_KRTAP5-10,-110.4785245
ptAge,BC,Bm_LCN8,-6.396316498
ptAge,BC,Bm_LCORL,-3.329307184
ptAge,BC,Bm_LDB2,2.445989403
ptAge,BC,Bm_LDLRAD4-AS1,30.12200249
ptAge,BC,Bm_LGALS3,8.776979611
ptAge,BC,Bm_LGALS8-AS1,-12.2912114
ptAge,BC,Bm_LINC00158,-5.130958935
ptAge,BC,Bm_LINC00299,2.072155344
ptAge,BC,Bm_LINC00313,-109.2621181
ptAge,BC,Bm_LINC00332,-38.06690621
ptAge,BC,Bm_LINC00494,-3.299530758
ptAge,BC,Bm_LINC00582,22.09997949
ptAge,BC,Bm_LINC00881,-3.990416175
ptAge,BC,Bm_LINC01099,-13.50153841
ptAge,BC,Bm_LINC01361,-24.18950754
ptAge,BC,Bm_LINC01483,2.04797083
ptAge,BC,Bm_LINC01507,-3.325020294
ptAge,BC,Bm_LINC01524,7.281222485
ptAge,BC,Bm_LINC01579,-33.35942991
ptAge,BC,Bm_LINC01675,3.440768642
ptAge,BC,Bm_LINC01684,2.400588846
ptAge,BC,Bm_LINC01871,11.08548038
ptAge,BC,Bm_LINC01934,1.597075293
ptAge,BC,Bm_LINC01946,-14.20002135
ptAge,BC,Bm_LINC02208,35.78443916
ptAge,BC,Bm_LINC02210-CRHR1,-2.839084063
ptAge,BC,Bm_LINC02220,-48.55171258
ptAge,BC,Bm_LINC02280,-43.93119333
ptAge,BC,Bm_LINC02316,-15.07989315
ptAge,BC,Bm_LINC02536,27.39013647
ptAge,BC,Bm_LINC02569,-9.990401717
ptAge,BC,Bm_LINGO2,2.807490007
ptAge,BC,Bm_LRIG1,2.605421994
ptAge,BC,Bm_LRP1B,0.149381357
ptAge,BC,Bm_LRRC4C,2.298077698
ptAge,BC,Bm_LYN,-0.799448831
ptAge,BC,Bm_LYNX1-SLURP2,77.14364795
ptAge,BC,Bm_LZTR1,4.674716087
ptAge,BC,Bm_MAGED1,-0.181857491
ptAge,BC,Bm_MAN2B1,-0.072881316
ptAge,BC,Bm_MANBA,-0.597495879
ptAge,BC,Bm_MAP2K6,0.643802231
ptAge,BC,Bm_MAP3K20,-6.019754549
ptAge,BC,Bm_MATN2,13.98292263
ptAge,BC,Bm_MBIP,0.919923808
ptAge,BC,Bm_MBOAT1,2.887379296
ptAge,BC,Bm_MBOAT7,-4.888932114
ptAge,BC,Bm_MCTP1,3.505864493
ptAge,BC,Bm_MELTF,-12.77007109
ptAge,BC,Bm_METTL5,-5.209528077
ptAge,BC,Bm_MGAT5,-3.485976682
ptAge,BC,Bm_MGRN1,1.157909544
ptAge,BC,Bm_MICAL2,0.131889605
ptAge,BC,Bm_MIR29B2CHG,0.802190943
ptAge,BC,Bm_MIR4435-2HG,1.345941386
ptAge,BC,Bm_MIR646HG,0.261846496
ptAge,BC,Bm_MMADHC,-0.850354055
ptAge,BC,Bm_MORN4,-14.32382549
ptAge,BC,Bm_MOSPD3,10.44225856
ptAge,BC,Bm_MPZL3,0.289297668
ptAge,BC,Bm_MRPL55,-0.431330277
ptAge,BC,Bm_MS4A6A,45.36333094
ptAge,BC,Bm_MSH5-SAPCD1,-16.71799132
ptAge,BC,Bm_MT-ND4,-0.516394933
ptAge,BC,Bm_MUC12,-165.5342751
ptAge,BC,Bm_MYBL1,1.609807679
ptAge,BC,Bm_MYLK3,28.86548731
ptAge,BC,Bm_MYO1E,-1.52168064
ptAge,BC,Bm_MYO3B,1.21561295
ptAge,BC,Bm_NAA25,-0.87838604
ptAge,BC,Bm_NAV2,1.40644332
ptAge,BC,Bm_NCALD,0.268602937
ptAge,BC,Bm_NCAM1,1.442531538
ptAge,BC,Bm_NDUFB10,-2.318124592
ptAge,BC,Bm_NECAB2,46.04614421
ptAge,BC,Bm_NEXN-AS1,24.54492508
ptAge,BC,Bm_NFATC2,0.46477884
ptAge,BC,Bm_NFIL3,9.664365195
ptAge,BC,Bm_NHSL1,2.295732856
ptAge,BC,Bm_NLRP9,-5.159980309
ptAge,BC,Bm_NOP53-AS1,-39.21445751
ptAge,BC,Bm_NOP9,-9.023291717
ptAge,BC,Bm_NORAD,1.218941193
ptAge,BC,Bm_NPHP4,2.69230249
ptAge,BC,Bm_NTHL1,4.077482019
ptAge,BC,Bm_NTRK3,11.73923842
ptAge,BC,Bm_NTSR1,17.02839365
ptAge,BC,Bm_NUAK1,27.49214767
ptAge,BC,Bm_NUMB,-0.341913384
ptAge,BC,Bm_NUP107,-0.333590368
ptAge,BC,Bm_NUTM2G,-26.33239076
ptAge,BC,Bm_NWD1,0.273113194
ptAge,BC,Bm_OAF,-45.82961133
ptAge,BC,Bm_OIP5,3.316085968
ptAge,BC,Bm_OLFML3,5.235965769
ptAge,BC,Bm_OPA1,1.68414232
ptAge,BC,Bm_OPN1SW,142.1809701
ptAge,BC,Bm_OPRM1,12.52905742
ptAge,BC,Bm_ORAI3,-13.60290052
ptAge,BC,Bm_OSBPL5,2.297522153
ptAge,BC,Bm_OSTM1-AS1,61.64364185
ptAge,BC,Bm_OTX2-AS1,-16.70400999
ptAge,BC,Bm_PALD1,-13.57065463
ptAge,BC,Bm_PALLD,4.16280507
ptAge,BC,Bm_PAM,2.728222546
ptAge,BC,Bm_PAPSS1,-0.488998599
ptAge,BC,Bm_PARD3B,1.853349747
ptAge,BC,Bm_PARD6A,-19.14416415
ptAge,BC,Bm_PCDH1,-28.53661512
ptAge,BC,Bm_PCDH9,0.105193786
ptAge,BC,Bm_PCDHA5,46.48995575
ptAge,BC,Bm_PCNT,-3.376776346
ptAge,BC,Bm_PDGFD,1.292816137
ptAge,BC,Bm_PIPOX,-7.299457192
ptAge,BC,Bm_PITPNM2,-2.903244276
ptAge,BC,Bm_PKD1L1,-21.55380313
ptAge,BC,Bm_PLAC4,-28.68820696
ptAge,BC,Bm_PLAC8,-0.436759009
ptAge,BC,Bm_PLEKHA2,-2.46238196
ptAge,BC,Bm_PLIN1,-35.450213
ptAge,BC,Bm_PLPP1,-1.31270205
ptAge,BC,Bm_PLXND1,3.962473647
ptAge,BC,Bm_POLE3,-1.200086542
ptAge,BC,Bm_POTEG,21.05967371
ptAge,BC,Bm_PPM1L,2.867728598
ptAge,BC,Bm_PPP2R2B,1.084394859
ptAge,BC,Bm_PPP2R2D,2.328187817
ptAge,BC,Bm_PRAME,80.80027128
ptAge,BC,Bm_PRELID3A,-28.06031376
ptAge,BC,Bm_PRF1,4.476943699
ptAge,BC,Bm_PRG4,12.35556228
ptAge,BC,Bm_PRMT1,-1.973406542
ptAge,BC,Bm_PROB1,-20.14012955
ptAge,BC,Bm_PROK2,20.44907859
ptAge,BC,Bm_PRSS23,6.803037029
ptAge,BC,Bm_PRSS38,78.70479516
ptAge,BC,Bm_PRUNE2,5.774261326
ptAge,BC,Bm_PSME4,-1.804291831
ptAge,BC,Bm_PTCHD1-AS,-0.119150136
ptAge,BC,Bm_PTGDR,0.692907016
ptAge,BC,Bm_PTPN1,-1.397026397
ptAge,BC,Bm_PUM3,-1.208687878
ptAge,BC,Bm_PURB,0.765359694
ptAge,BC,Bm_PXMP2,7.291635344
ptAge,BC,Bm_RAB4B-EGLN2,-15.31603416
ptAge,BC,Bm_RAD21-AS1,105.726558
ptAge,BC,Bm_RALGPS2,-0.631841764
ptAge,BC,Bm_RANBP17,-43.71320607
ptAge,BC,Bm_RAP1GAP2,2.82172448
ptAge,BC,Bm_RAPGEF4-AS1,-74.65797223
ptAge,BC,Bm_RASA3,0.046068576
ptAge,BC,Bm_RBFOX3,9.823068823
ptAge,BC,Bm_RCBTB2,2.270551971
ptAge,BC,Bm_RDH10,0.428208701
ptAge,BC,Bm_RFTN1,0.159678958
ptAge,BC,Bm_RFWD3,-0.074366734
ptAge,BC,Bm_RFX7,-0.213019392
ptAge,BC,Bm_RGS3,9.094897516
ptAge,BC,Bm_RIC1,-0.881455457
ptAge,BC,Bm_RIPK1,0.166723763
ptAge,BC,Bm_RNF125,1.096552979
ptAge,BC,Bm_RNF150,-11.99785056
ptAge,BC,Bm_RORA,0.314819156
ptAge,BC,Bm_RORB,5.090674088
ptAge,BC,Bm_RPL17-C18orf32,-25.15516924
ptAge,BC,Bm_RPUSD4,-2.810604434
ptAge,BC,Bm_RTF2,-1.124687615
ptAge,BC,Bm_RUNX2,0.462316475
ptAge,BC,Bm_SAMD3,0.375421372
ptAge,BC,Bm_SCOC,-2.053789574
ptAge,BC,Bm_SEC23A-AS1,2.215360673
ptAge,BC,Bm_SFMBT2,0.454198427
ptAge,BC,Bm_SFRP2,59.80902092
ptAge,BC,Bm_SGCA,2.384557633
ptAge,BC,Bm_SGCD,1.183668081
ptAge,BC,Bm_SGSH,-15.6073507
ptAge,BC,Bm_SH3BGRL2,5.837463784
ptAge,BC,Bm_SHC2,52.51242061
ptAge,BC,Bm_SHOX,-125.0556457
ptAge,BC,Bm_SLC16A11,-42.45865562
ptAge,BC,Bm_SLC16A6,5.792010644
ptAge,BC,Bm_SLC25A13,-0.934765324
ptAge,BC,Bm_SLC25A16,4.298632746
ptAge,BC,Bm_SLC25A46,1.330628149
ptAge,BC,Bm_SLC26A5,6.150152203
ptAge,BC,Bm_SLC35B1,1.900918095
ptAge,BC,Bm_SLC35G1,-0.777426434
ptAge,BC,Bm_SLC39A12,-50.59450375
ptAge,BC,Bm_SLC39A4,-22.63387766
ptAge,BC,Bm_SLC39A5,-12.7588874
ptAge,BC,Bm_SLC39A8,1.663044539
ptAge,BC,Bm_SLC40A1,8.945323418
ptAge,BC,Bm_SLC43A2,-0.543970141
ptAge,BC,Bm_SLC44A5,0.894965409
ptAge,BC,Bm_SLC4A4,3.889405475
ptAge,BC,Bm_SLC8A3,-16.1244621
ptAge,BC,Bm_SLC9A7,-0.358921774
ptAge,BC,Bm_SLCO3A1,0.045300106
ptAge,BC,Bm_SMC2,-5.14450304
ptAge,BC,Bm_SMIM3,0.052076742
ptAge,BC,Bm_SNX10,-0.68503128
ptAge,BC,Bm_SNX29,-0.231827361
ptAge,BC,Bm_SOCS1,10.20402985
ptAge,BC,Bm_SOCS2,2.619489466
ptAge,BC,Bm_SORCS3,6.346651816
ptAge,BC,Bm_SOX4,-6.064781686
ptAge,BC,Bm_SP110,-0.854685431
ptAge,BC,Bm_SP140,-0.812772843
ptAge,BC,Bm_SPATA2L,6.272977805
ptAge,BC,Bm_SPDL1,-4.666903918
ptAge,BC,Bm_SPDYE16,2.986867932
ptAge,BC,Bm_SPN,0.912655932
ptAge,BC,Bm_SPRED1,-1.652326995
ptAge,BC,Bm_SRRM5,5.777460946
ptAge,BC,Bm_STARD4-AS1,2.603979532
ptAge,BC,Bm_STEAP2,-19.59172698
ptAge,BC,Bm_STOM,0.512974147
ptAge,BC,Bm_STPG2-AS1,-95.81261721
ptAge,BC,Bm_STRBP,-3.164683082
ptAge,BC,Bm_SUCLG1,2.445198547
ptAge,BC,Bm_SUGCT,-2.546403448
ptAge,BC,Bm_SULT6B1,29.11620306
ptAge,BC,Bm_SUSD1,0.861935496
ptAge,BC,Bm_SUSD6,-0.391815887
ptAge,BC,Bm_SYK,-0.930312143
ptAge,BC,Bm_SYNPO,-2.068324224
ptAge,BC,Bm_SYT1,1.126942164
ptAge,BC,Bm_SYTL3,1.042397993
ptAge,BC,Bm_TAB2,0.427231369
ptAge,BC,Bm_TCL1A,3.355938174
ptAge,BC,Bm_TDG,-0.121373124
ptAge,BC,Bm_TDRD9,-9.618018575
ptAge,BC,Bm_TERF2IP,-0.304036961
ptAge,BC,Bm_TET3,-0.052051033
ptAge,BC,Bm_TGFBR3,0.148339432
ptAge,BC,Bm_THOC3,1.941288672
ptAge,BC,Bm_THOC7-AS1,-76.14448311
ptAge,BC,Bm_TIGD1,-0.556966723
ptAge,BC,Bm_TIPARP,0.989598881
ptAge,BC,Bm_TK2,4.145377135
ptAge,BC,Bm_TLE1,-0.150613042
ptAge,BC,Bm_TLK1,-1.484555039
ptAge,BC,Bm_TMEM131L,-0.267629495
ptAge,BC,Bm_TMEM171,-21.33867078
ptAge,BC,Bm_TMEM63C,20.48358625
ptAge,BC,Bm_TNFRSF9,47.00958785
ptAge,BC,Bm_TP53INP1,-0.796575771
ptAge,BC,Bm_TPTEP2-CSNK1E,-0.166636618
ptAge,BC,Bm_TRAF1,2.786767924
ptAge,BC,Bm_TRAJ14,24.87711184
ptAge,BC,Bm_TRAJ39,56.57240031
ptAge,BC,Bm_TRAV17,4.302273965
ptAge,BC,Bm_TRAV6,6.632919925
ptAge,BC,Bm_TRAV9-2,-5.910384487
ptAge,BC,Bm_TRBV4-1,37.21094796
ptAge,BC,Bm_TRBV7-7,22.75586816
ptAge,BC,Bm_TRGC2,6.503319021
ptAge,BC,Bm_TRIM44,-0.168848182
ptAge,BC,Bm_TRIM55,12.25643471
ptAge,BC,Bm_TRIM6,-33.71417136
ptAge,BC,Bm_TRPV4,171.2440436
ptAge,BC,Bm_TSEN54,1.797466673
ptAge,BC,Bm_TSPAN8,4.039645545
ptAge,BC,Bm_TTLL7,17.69345486
ptAge,BC,Bm_TYK2,-1.143075024
ptAge,BC,Bm_UBAC1,-0.933146974
ptAge,BC,Bm_UBE2F-SCLY,8.577349457
ptAge,BC,Bm_UBE2V1,-0.255273759
ptAge,BC,Bm_UBE2V2,-2.432499556
ptAge,BC,Bm_UBIAD1,-3.509018666
ptAge,BC,Bm_UBQLN4,-0.855920565
ptAge,BC,Bm_UBTD2,-2.653454916
ptAge,BC,Bm_UCK2,-13.12849834
ptAge,BC,Bm_UFSP2,0.39041623
ptAge,BC,Bm_UPF2,-0.098185294
ptAge,BC,Bm_UPK2,4.156013103
ptAge,BC,Bm_VAPA,-0.421428123
ptAge,BC,Bm_VAV3,-2.429806163
ptAge,BC,Bm_VAV3-AS1,-2.425723219
ptAge,BC,Bm_VIPR1,13.92625647
ptAge,BC,Bm_VWA5A,-4.141842391
ptAge,BC,Bm_WASIR2,-12.75595045
ptAge,BC,Bm_WDR43,-0.933837334
ptAge,BC,Bm_WDR5,-1.291957817
ptAge,BC,Bm_WDR88,-10.76428537
ptAge,BC,Bm_WDR93,-34.18538876
ptAge,BC,Bm_WNT2B,-5.195375022
ptAge,BC,Bm_XACT,-1.684531298
ptAge,BC,Bm_YWHAG,-0.439449899
ptAge,BC,Bm_ZBED4,-0.194962088
ptAge,BC,Bm_ZFP30,-2.820872211
ptAge,BC,Bm_ZFP64,-0.854883267
ptAge,BC,Bm_ZNF221,-5.863206635
ptAge,BC,Bm_ZNF300,1.324946813
ptAge,BC,Bm_ZNF470,-1.435107568
ptAge,BC,Bm_ZNF48,7.203216111
ptAge,BC,Bm_ZNF521,-22.86899981
ptAge,BC,Bm_ZNF579,-2.603157046
ptAge,BC,Bm_ZNF626,-1.180211407
ptAge,BC,Bm_ZNF669,6.502560386
ptAge,BC,Bm_ZNF804A,-0.078558719
ptAge,BC,Bm_ZNF837,39.81910267
ptAge,BC,Bm_ZNF860,-1.524812604
ptAge,BC,Bm_ZNF92,-3.7806289
ptAge,BC,Bn_ABCB4,-0.212048623
ptAge,BC,Bn_ABCB7,2.67722434
ptAge,BC,Bn_ABCC2,-0.235332118
ptAge,BC,Bn_ABHD11,0.944043279
ptAge,BC,Bn_ABHD13,1.326305126
ptAge,BC,Bn_ACSS1,-1.872115094
ptAge,BC,Bn_ACVR1B,2.268560452
ptAge,BC,Bn_ADAMDEC1,-7.548193253
ptAge,BC,Bn_ADAMTS13,8.01730038
ptAge,BC,Bn_ADAMTSL1,12.91575867
ptAge,BC,Bn_ADCK5,3.768439809
ptAge,BC,Bn_ADK,-0.453530321
ptAge,BC,Bn_AHNAK2,35.67992031
ptAge,BC,Bn_AKAP3,21.35368077
ptAge,BC,Bn_ANKRD44,-0.791716418
ptAge,BC,Bn_APEX2,0.420565683
ptAge,BC,Bn_APOA1,-93.09609806
ptAge,BC,Bn_ARHGAP25,-3.642220014
ptAge,BC,Bn_ARHGAP5-AS1,49.00646118
ptAge,BC,Bn_ARID5B,-1.236980374
ptAge,BC,Bn_ATG9A,-3.750213972
ptAge,BC,Bn_ATP6AP1L,4.227567507
ptAge,BC,Bn_ATP6V1B2,4.922901577
ptAge,BC,Bn_ATPAF1,-1.216281564
ptAge,BC,Bn_B4GAT1,-14.63305507
ptAge,BC,Bn_BAALC,-5.177942425
ptAge,BC,Bn_BCKDK,-6.62918554
ptAge,BC,Bn_BOK,10.68886888
ptAge,BC,Bn_BOP1,12.12459107
ptAge,BC,Bn_C19orf53,3.667509897
ptAge,BC,Bn_C3orf20,-5.984597193
ptAge,BC,Bn_C4orf3,-0.308721216
ptAge,BC,Bn_C5AR2,-10.387998
ptAge,BC,Bn_CALN1,-0.404837795
ptAge,BC,Bn_CARD8,0.644999286
ptAge,BC,Bn_CASP6,20.16059505
ptAge,BC,Bn_CCDC138,-0.716570141
ptAge,BC,Bn_CCDC91,1.184610514
ptAge,BC,Bn_CCDC93,1.935500781
ptAge,BC,Bn_CCND3,-1.009410928
ptAge,BC,Bn_CCNJL,93.20721135
ptAge,BC,Bn_CD2AP,0.221710671
ptAge,BC,Bn_CD34,-13.66948177
ptAge,BC,Bn_CD68,18.6405392
ptAge,BC,Bn_CDT1,-2.318386129
ptAge,BC,Bn_CECR3,-63.32225932
ptAge,BC,Bn_CENPL,-11.29598426
ptAge,BC,Bn_CFDP1,-0.536114745
ptAge,BC,Bn_CHRM3-AS2,-3.799840918
ptAge,BC,Bn_CHST11,-1.05075343
ptAge,BC,Bn_CHST6,-200.5318223
ptAge,BC,Bn_CLEC10A,53.56032223
ptAge,BC,Bn_CLNK,-0.685549775
ptAge,BC,Bn_CNN2,0.264372012
ptAge,BC,Bn_CNTNAP4,-105.1484918
ptAge,BC,Bn_COASY,-1.552176752
ptAge,BC,Bn_COBLL1,-1.001692526
ptAge,BC,Bn_COL4A3,-5.122540262
ptAge,BC,Bn_COX5B,-2.01544048
ptAge,BC,Bn_CPNE4,28.9289432
ptAge,BC,Bn_CR1,-1.705505354
ptAge,BC,Bn_CRIP2,24.74395163
ptAge,BC,Bn_CRIPT,2.000754491
ptAge,BC,Bn_CRYBG2,-5.411636011
ptAge,BC,Bn_CSGALNACT1,0.388036914
ptAge,BC,Bn_CTBP1-DT,-0.004117375
ptAge,BC,Bn_CUEDC1,13.75789171
ptAge,BC,Bn_CXCR3,1.065240012
ptAge,BC,Bn_CYYR1-AS1,-8.234260563
ptAge,BC,Bn_DAZL,0.844823179
ptAge,BC,Bn_DDR1,-11.48295228
ptAge,BC,Bn_DNAJC1,2.530056445
ptAge,BC,Bn_DNAJC10,0.985658562
ptAge,BC,Bn_DNAJC12,22.15134447
ptAge,BC,Bn_DNAJC8,0.247101755
ptAge,BC,Bn_DOK3,3.900521672
ptAge,BC,Bn_DPEP2,-0.766868261
ptAge,BC,Bn_DSG1,30.09129053
ptAge,BC,Bn_DTNA,-5.590648991
ptAge,BC,Bn_DYNC2H1,-6.211634677
ptAge,BC,Bn_DYNLT3,-4.731359252
ptAge,BC,Bn_E2F4,0.296168198
ptAge,BC,Bn_ECD,0.336278805
ptAge,BC,Bn_EEF1AKMT4,26.85940981
ptAge,BC,Bn_EFCAB12,-6.825874542
ptAge,BC,Bn_EFHD2,0.663029283
ptAge,BC,Bn_EIF4G3,0.124081939
ptAge,BC,Bn_ENOPH1,0.779153704
ptAge,BC,Bn_EPDR1,9.264738876
ptAge,BC,Bn_ETHE1,-5.112644801
ptAge,BC,Bn_ETS2,2.717609799
ptAge,BC,Bn_ETV4,19.86712131
ptAge,BC,Bn_EWSR1,0.596505428
ptAge,BC,Bn_FANCG,-0.191821722
ptAge,BC,Bn_FCN1,-1.653509975
ptAge,BC,Bn_FCRL5,0.25458515
ptAge,BC,Bn_FCRLA,1.995329605
ptAge,BC,Bn_FGFRL1,-24.93388695
ptAge,BC,Bn_FOXP4-AS1,-3.87932177
ptAge,BC,Bn_FRAT2,19.35119986
ptAge,BC,Bn_FRMD4A,-0.616631319
ptAge,BC,Bn_FRMPD1,68.12962885
ptAge,BC,Bn_FRY,1.776838806
