type,cell_type,feature,coefficient
tAge,Tcm_CD4,B3GALT5,-104.9757879
tAge,Tcm_CD4,B3GNT8,2.613158465
tAge,Tcm_CD4,BATF,0.797373047
tAge,Tcm_CD4,BBS1,1.265678048
tAge,Tcm_CD4,BCL2,0.306709238
tAge,Tcm_CD4,BEX4,-2.430072531
tAge,Tcm_CD4,BHLHE40,0.228378082
tAge,Tcm_CD4,BIN3,0.270430445
tAge,Tcm_CD4,BIRC3,0.127970121
tAge,Tcm_CD4,BMT2,-0.388409682
tAge,Tcm_CD4,BORCS6,-1.501194369
tAge,Tcm_CD4,BRI3BP,0.239760986
tAge,Tcm_CD4,BRPF3,-0.281618201
tAge,Tcm_CD4,BTBD3,-4.530415562
tAge,Tcm_CD4,C12orf42,-0.421905175
tAge,Tcm_CD4,C1orf146,-3.880000628
tAge,Tcm_CD4,C20orf202,-28.67166567
tAge,Tcm_CD4,C2orf15,5.939226846
tAge,Tcm_CD4,CACNG4,68.7261228
tAge,Tcm_CD4,CAMK2B,16.6300005
tAge,Tcm_CD4,CAMK4,-0.588266275
tAge,Tcm_CD4,CAMTA1-DT,-5.319387014
tAge,Tcm_CD4,CASKIN1,29.46857144
tAge,Tcm_CD4,CASQ1,86.18581012
tAge,Tcm_CD4,CASS4,0.27389756
tAge,Tcm_CD4,CAST,0.313713213
tAge,Tcm_CD4,CATSPER2,-2.380841152
tAge,Tcm_CD4,CBL,-0.447473391
tAge,Tcm_CD4,CBLL1,-0.808735059
tAge,Tcm_CD4,CCDC144NL,-0.265706275
tAge,Tcm_CD4,CCDC171,-2.369836632
tAge,Tcm_CD4,CCDC27,56.34342588
tAge,Tcm_CD4,CCDC85A,-149.5463511
tAge,Tcm_CD4,CCND3,-0.453009853
tAge,Tcm_CD4,CCNY,-0.925546793
tAge,Tcm_CD4,CCSER1,2.398405325
tAge,Tcm_CD4,CD101,0.250530874
tAge,Tcm_CD4,CD164L2,256.7902684
tAge,Tcm_CD4,CD46,-0.422282703
tAge,Tcm_CD4,CD52,0.008622453
tAge,Tcm_CD4,CD58,0.131884585
tAge,Tcm_CD4,CD8B,0.739104661
tAge,Tcm_CD4,CDA,24.94452699
tAge,Tcm_CD4,CDCA7L,-0.810881098
tAge,Tcm_CD4,CDKN2A,0.419324055
tAge,Tcm_CD4,CDKN2AIPNL,-1.116375492
tAge,Tcm_CD4,CELA2B,30.58275413
tAge,Tcm_CD4,CELF2,-0.308047683
tAge,Tcm_CD4,CEP112,0.742463936
tAge,Tcm_CD4,CERS6,-0.194704141
tAge,Tcm_CD4,CFAP126,-67.94264973
tAge,Tcm_CD4,CFH,0.398661859
tAge,Tcm_CD4,CGAS,1.095707454
tAge,Tcm_CD4,CHCHD10,4.952862678
tAge,Tcm_CD4,CHCHD4,2.760425716
tAge,Tcm_CD4,CHCHD7,-0.735571104
tAge,Tcm_CD4,CHD6,-0.046185697
tAge,Tcm_CD4,CHDH,-17.80473461
tAge,Tcm_CD4,CHN1,0.756616597
tAge,Tcm_CD4,CHRAC1,-1.574659861
tAge,Tcm_CD4,CHSY3,3.513356959
tAge,Tcm_CD4,CKS2,0.199322652
tAge,Tcm_CD4,CLC,32.15973812
tAge,Tcm_CD4,CLIP2,-2.97167656
tAge,Tcm_CD4,CNBD1,2.05454289
tAge,Tcm_CD4,CNST,-1.394015984
tAge,Tcm_CD4,CORO7,0.959975325
tAge,Tcm_CD4,CPD,-0.121902679
tAge,Tcm_CD4,CPLX4,5.866983282
tAge,Tcm_CD4,CPTP,-6.914245013
tAge,Tcm_CD4,CR1,-2.420653738
tAge,Tcm_CD4,CRACR2A,-0.603925658
tAge,Tcm_CD4,CRIP1,0.559907706
tAge,Tcm_CD4,CRIP2,3.125350311
tAge,Tcm_CD4,CRYBG1,0.577633582
tAge,Tcm_CD4,CSNK1G3,0.067359359
tAge,Tcm_CD4,CTAGE6,-1.001278759
tAge,Tcm_CD4,CUEDC2,1.004458264
tAge,Tcm_CD4,CUX1,-0.296427713
tAge,Tcm_CD4,CX3CR1,1.235913888
tAge,Tcm_CD4,CXADR,-0.904375561
tAge,Tcm_CD4,CYSLTR1,0.271504481
tAge,Tcm_CD4,CYSLTR2,0.599521494
tAge,Tcm_CD4,CYTH3,-0.212780684
tAge,Tcm_CD4,CYTOR,0.007191139
tAge,Tcm_CD4,DAAM1,-1.125157839
tAge,Tcm_CD4,DAB1,0.787255263
tAge,Tcm_CD4,DBNDD2,-6.577961596
tAge,Tcm_CD4,DCDC1,4.10865357
tAge,Tcm_CD4,DCK,-1.178029504
tAge,Tcm_CD4,DCP1B,1.428736378
tAge,Tcm_CD4,DDB2,0.07205921
tAge,Tcm_CD4,DDIT4-AS1,-52.53606993
tAge,Tcm_CD4,DDX49,0.800337348
tAge,Tcm_CD4,DEAF1,-1.275291332
tAge,Tcm_CD4,DECR2,-2.442605466
tAge,Tcm_CD4,DEFB108B,83.78256036
tAge,Tcm_CD4,DERL3,14.86274237
tAge,Tcm_CD4,DHRS12,0.381014166
tAge,Tcm_CD4,DIP2B,-1.004880177
tAge,Tcm_CD4,DISP1,1.274714413
tAge,Tcm_CD4,DLEU2,0.282436443
tAge,Tcm_CD4,DMXL2,0.012434689
tAge,Tcm_CD4,DNAJB11,-0.005723375
tAge,Tcm_CD4,DOCK4,-2.017018396
tAge,Tcm_CD4,DOK4,0.737950466
tAge,Tcm_CD4,DPP4,0.186214314
tAge,Tcm_CD4,DPYD,0.143915922
tAge,Tcm_CD4,DRAP1,0.425769366
tAge,Tcm_CD4,DTD2,-2.315351575
tAge,Tcm_CD4,DTWD2,-0.969329286
tAge,Tcm_CD4,DUS3L,-3.016561208
tAge,Tcm_CD4,EDA,1.239674132
tAge,Tcm_CD4,EDAR,-1.040313567
tAge,Tcm_CD4,EED,0.004892881
tAge,Tcm_CD4,EFHB,-2.379197461
tAge,Tcm_CD4,ENAM,52.08284249
tAge,Tcm_CD4,EPB41,-1.362980354
tAge,Tcm_CD4,EPB41L2,-0.251146346
tAge,Tcm_CD4,EPHA1-AS1,0.25992186
tAge,Tcm_CD4,EPHA4,-0.322371466
tAge,Tcm_CD4,ETFA,1.857855898
tAge,Tcm_CD4,EXT2,-0.394535264
tAge,Tcm_CD4,EZH2,0.525061061
tAge,Tcm_CD4,F13B,133.2750255
tAge,Tcm_CD4,FAAP24,4.17963116
tAge,Tcm_CD4,FAM124A,-48.75480794
tAge,Tcm_CD4,FAM13A,0.297520513
tAge,Tcm_CD4,FAM151A,71.99605314
tAge,Tcm_CD4,FAM184A,-0.236965509
tAge,Tcm_CD4,FAM215B,16.07180323
tAge,Tcm_CD4,FAM228B,0.532999059
tAge,Tcm_CD4,FAM91A1,1.407389399
tAge,Tcm_CD4,FARS2,1.741554371
tAge,Tcm_CD4,FBXO22,1.020463321
tAge,Tcm_CD4,FBXO34,-1.005679121
tAge,Tcm_CD4,FBXO36,0.005926069
tAge,Tcm_CD4,FCMR,-0.905383294
tAge,Tcm_CD4,FDFT1,-0.57822166
tAge,Tcm_CD4,FHIT,0.024406263
tAge,Tcm_CD4,FIZ1,-1.927022545
tAge,Tcm_CD4,FKBP1A,-1.462005481
tAge,Tcm_CD4,FKBP6,75.80448582
tAge,Tcm_CD4,FLNA,0.64306842
tAge,Tcm_CD4,FNBP1L,-2.733115734
tAge,Tcm_CD4,FNDC3B,0.85866617
tAge,Tcm_CD4,FNDC5,-73.66687836
tAge,Tcm_CD4,FNDC9,-1.320083184
tAge,Tcm_CD4,FOXD2,20.13685863
tAge,Tcm_CD4,FOXJ3,-1.541093113
tAge,Tcm_CD4,FRMD4B,1.307636981
tAge,Tcm_CD4,FRRS1,1.911242457
tAge,Tcm_CD4,FSD1,-3.700684744
tAge,Tcm_CD4,FUT7,4.04633121
tAge,Tcm_CD4,FYB1,-0.006391266
tAge,Tcm_CD4,FYN,-0.134928744
tAge,Tcm_CD4,FZD3,-0.156247617
tAge,Tcm_CD4,GAB2,0.903826783
tAge,Tcm_CD4,GABPB1-AS1,-2.305803892
tAge,Tcm_CD4,GALNT10,-2.222877076
tAge,Tcm_CD4,GATA3,0.614432843
tAge,Tcm_CD4,GATD1,2.668055349
tAge,Tcm_CD4,GCH1,0.49182298
tAge,Tcm_CD4,GCM1,-17.78121398
tAge,Tcm_CD4,GDPD5,0.386814061
tAge,Tcm_CD4,GEMIN6,1.407640419
tAge,Tcm_CD4,GKAP1,-1.434176484
tAge,Tcm_CD4,GLIPR2,1.286075811
tAge,Tcm_CD4,GNGT2,1.987724941
tAge,Tcm_CD4,GPA33,-2.543562897
tAge,Tcm_CD4,GPR155,0.913521224
tAge,Tcm_CD4,GPR162,-60.86692746
tAge,Tcm_CD4,GPR180,-0.381572543
tAge,Tcm_CD4,GPR25,-4.105007001
tAge,Tcm_CD4,GPR52,-8.480886932
tAge,Tcm_CD4,GPRIN1,22.63842379
tAge,Tcm_CD4,GREM2,1.699838427
tAge,Tcm_CD4,GRIN3B,33.14730861
tAge,Tcm_CD4,GRM5,-7.299875979
tAge,Tcm_CD4,GSG1,-5.076709563
tAge,Tcm_CD4,GSN-AS1,95.97344573
tAge,Tcm_CD4,GTDC1,0.499755881
tAge,Tcm_CD4,GTF2H4,3.658806706
tAge,Tcm_CD4,GTSCR1,6.852707383
tAge,Tcm_CD4,GUCA2A,48.46769332
tAge,Tcm_CD4,GZMB,0.000500776
tAge,Tcm_CD4,HACD1,1.313106979
tAge,Tcm_CD4,HACD2,-0.71680336
tAge,Tcm_CD4,HCAR1,-80.01134907
tAge,Tcm_CD4,HCST,0.28445631
tAge,Tcm_CD4,HDAC4,0.291294664
tAge,Tcm_CD4,HHIP-AS1,-11.92730631
tAge,Tcm_CD4,HIST1H2AE,2.295288197
tAge,Tcm_CD4,HIST1H4C,0.017408767
tAge,Tcm_CD4,HLA-DRA,0.823654768
tAge,Tcm_CD4,HNRNPK,-0.091328398
tAge,Tcm_CD4,HNRNPU,0.078495212
tAge,Tcm_CD4,HOMER3,-4.473258341
tAge,Tcm_CD4,HOXB-AS3,1.521432391
tAge,Tcm_CD4,HPD,25.14643245
tAge,Tcm_CD4,HTR4,11.526801
tAge,Tcm_CD4,IFNE,-45.73010939
tAge,Tcm_CD4,IFNG-AS1,-0.519936699
tAge,Tcm_CD4,IGFBP3,3.002569218
tAge,Tcm_CD4,IGFBP7-AS1,-10.00429274
tAge,Tcm_CD4,IGHV3-74,6.395521151
tAge,Tcm_CD4,IGHV7-40,144.6803506
tAge,Tcm_CD4,IGKV1-37,-94.52502084
tAge,Tcm_CD4,IGKV1D-8,20.06891029
tAge,Tcm_CD4,IGKV2-28,11.83235245
tAge,Tcm_CD4,IGLV8-61,-8.364277957
tAge,Tcm_CD4,IGSF9B,0.064455981
tAge,Tcm_CD4,IKZF2,-0.393701633
tAge,Tcm_CD4,IL15,0.030452379
tAge,Tcm_CD4,IL2RA,0.189215693
tAge,Tcm_CD4,INCENP,-0.413746477
tAge,Tcm_CD4,INPP4B,1.416979768
tAge,Tcm_CD4,IQGAP1,1.024242065
tAge,Tcm_CD4,ITGA2,2.894920182
tAge,Tcm_CD4,ITGA4,-1.089271474
tAge,Tcm_CD4,ITLN2,41.68166297
tAge,Tcm_CD4,IWS1,0.23408333
tAge,Tcm_CD4,JAK1,-0.556531658
tAge,Tcm_CD4,JARID2,-0.39586737
tAge,Tcm_CD4,KANK1,0.039225611
tAge,Tcm_CD4,KANSL1L,-0.488459157
tAge,Tcm_CD4,KIAA2012,-25.67857196
tAge,Tcm_CD4,KIRREL2,88.36701971
tAge,Tcm_CD4,KLF3,-0.919570943
tAge,Tcm_CD4,KLHL41,120.2280363
tAge,Tcm_CD4,KMT2E-AS1,-1.114093433
tAge,Tcm_CD4,KTN1,-0.127781389
tAge,Tcm_CD4,LACTB,1.397858958
tAge,Tcm_CD4,LAX1,-1.057271864
tAge,Tcm_CD4,LBR,-0.233577251
tAge,Tcm_CD4,LCLAT1,-0.436458031
tAge,Tcm_CD4,LDHB,-0.047805299
tAge,Tcm_CD4,LGALS8-AS1,32.12099769
tAge,Tcm_CD4,LHFPL4,19.5848332
tAge,Tcm_CD4,LILRB4,-30.86970676
tAge,Tcm_CD4,LINC00265,0.163991699
tAge,Tcm_CD4,LINC00336,-2.067521603
tAge,Tcm_CD4,LINC00395,-28.32213382
tAge,Tcm_CD4,LINC00526,-4.471129153
tAge,Tcm_CD4,LINC00616,114.7678899
tAge,Tcm_CD4,LINC00891,-2.109054476
tAge,Tcm_CD4,LINC00903,-60.74297468
tAge,Tcm_CD4,LINC00923,22.19278865
tAge,Tcm_CD4,LINC00944,1.215823546
tAge,Tcm_CD4,LINC01142,64.04832811
tAge,Tcm_CD4,LINC01149,6.354835015
tAge,Tcm_CD4,LINC01186,-17.3145395
tAge,Tcm_CD4,LINC01266,4.027050311
tAge,Tcm_CD4,LINC01269,6.693045186
tAge,Tcm_CD4,LINC01270,5.494070757
tAge,Tcm_CD4,LINC01311,-3.650404687
tAge,Tcm_CD4,LINC01362,0.783232902
tAge,Tcm_CD4,LINC01366,20.53881091
tAge,Tcm_CD4,LINC01386,-32.69439386
tAge,Tcm_CD4,LINC01524,3.617386599
tAge,Tcm_CD4,LINC01588,1.735667013
tAge,Tcm_CD4,LINC01684,2.975939626
tAge,Tcm_CD4,LINC01780,44.87147305
tAge,Tcm_CD4,LINC01976,407.4939723
tAge,Tcm_CD4,LINC02022,23.12399482
tAge,Tcm_CD4,LINC02100,0.063801699
tAge,Tcm_CD4,LINC02312,34.36617351
tAge,Tcm_CD4,LINC02384,0.138797806
tAge,Tcm_CD4,LINC02390,2.48577015
tAge,Tcm_CD4,LINC02455,-20.2153741
tAge,Tcm_CD4,LINC02523,20.93783112
tAge,Tcm_CD4,LINC02580,9.173704063
tAge,Tcm_CD4,LKAAEAR1,83.28217294
tAge,Tcm_CD4,LMCD1,1.814277324
tAge,Tcm_CD4,LMNB1,2.215714192
tAge,Tcm_CD4,LONRF2,4.013809291
tAge,Tcm_CD4,LPAR6,0.696679657
tAge,Tcm_CD4,LPP,0.303611351
tAge,Tcm_CD4,LRCH1,-0.152887474
tAge,Tcm_CD4,LSMEM2,-4.320943636
tAge,Tcm_CD4,LTBR,5.249300915
tAge,Tcm_CD4,LTN1,0.714135479
tAge,Tcm_CD4,MAGEB17,128.385897
tAge,Tcm_CD4,MAGEC3,31.54748155
tAge,Tcm_CD4,MAML2,-0.111627754
tAge,Tcm_CD4,MAML3,-2.253655349
tAge,Tcm_CD4,MAP2K3,1.975523111
tAge,Tcm_CD4,MAP3K11,0.728210982
tAge,Tcm_CD4,MAP3K20,-4.481372447
tAge,Tcm_CD4,MAP4,0.605847689
tAge,Tcm_CD4,MAP7D2,-1.891068538
tAge,Tcm_CD4,MATN3,14.40115674
tAge,Tcm_CD4,MAX,-0.931430301
tAge,Tcm_CD4,MB21D2,0.321781256
tAge,Tcm_CD4,MCF2,1.939808712
tAge,Tcm_CD4,MDC1-AS1,8.157175038
tAge,Tcm_CD4,ME3,1.882109006
tAge,Tcm_CD4,MED14OS,-0.209314551
tAge,Tcm_CD4,MEGF9,0.141868608
tAge,Tcm_CD4,MEOX1,8.211589468
tAge,Tcm_CD4,MEP1B,-6.823785703
tAge,Tcm_CD4,MEX3A,-52.79168997
tAge,Tcm_CD4,MGA,0.21522755
tAge,Tcm_CD4,MGAT5,-1.905777392
tAge,Tcm_CD4,MGAT5B,-15.24049195
tAge,Tcm_CD4,MICU3,0.819269292
tAge,Tcm_CD4,MIGA1,0.171309795
tAge,Tcm_CD4,MIR222HG,0.537348681
tAge,Tcm_CD4,MIR29B2CHG,0.432718006
tAge,Tcm_CD4,MIR99AHG,-1.045510032
tAge,Tcm_CD4,MIRLET7BHG,1.826129508
tAge,Tcm_CD4,MLF1,0.35056669
tAge,Tcm_CD4,MLLT3,-0.464029576
tAge,Tcm_CD4,MPPED2,-2.808476988
tAge,Tcm_CD4,MRGPRX2,71.25690984
tAge,Tcm_CD4,MRPL18,0.101963208
tAge,Tcm_CD4,MRPL41,1.695149586
tAge,Tcm_CD4,MRPL51,2.238698559
tAge,Tcm_CD4,MRPL52,0.46394333
tAge,Tcm_CD4,MS4A3,7.193329047
tAge,Tcm_CD4,MTHFSD,0.348137254
tAge,Tcm_CD4,MTMR10,-0.235244329
tAge,Tcm_CD4,MTMR8,-0.22294316
tAge,Tcm_CD4,MTO1,0.320890801
tAge,Tcm_CD4,MTUS2-AS1,-0.651131665
tAge,Tcm_CD4,MUC13,28.19268878
tAge,Tcm_CD4,MUC16,7.272778059
tAge,Tcm_CD4,MYBBP1A,-1.617602848
tAge,Tcm_CD4,MYBPC3,15.45285761
tAge,Tcm_CD4,MYO1D,-0.693522933
tAge,Tcm_CD4,MYOSLID,100.288864
tAge,Tcm_CD4,MYOT,14.64071456
tAge,Tcm_CD4,NAAA,1.181937757
tAge,Tcm_CD4,NAP1L3,0.767608933
tAge,Tcm_CD4,NAXE,-0.521163865
tAge,Tcm_CD4,NBPF14,1.128756941
tAge,Tcm_CD4,NCALD,-1.661714105
tAge,Tcm_CD4,NCBP2,-0.019425455
tAge,Tcm_CD4,NCK1,0.071162743
tAge,Tcm_CD4,NDNF,-71.80401142
tAge,Tcm_CD4,NECTIN2,4.965592858
tAge,Tcm_CD4,NECTIN3-AS1,6.796492352
tAge,Tcm_CD4,NEXMIF,1.809677945
tAge,Tcm_CD4,NINJ2,0.09750863
tAge,Tcm_CD4,NISCH,-0.560566613
tAge,Tcm_CD4,NLGN4Y,0.162617543
tAge,Tcm_CD4,NLRP6,0.322167946
tAge,Tcm_CD4,NME5,-12.58788316
tAge,Tcm_CD4,NMRK2,-21.83597394
tAge,Tcm_CD4,NOS2,-8.545109516
tAge,Tcm_CD4,NOTCH2,0.151117777
tAge,Tcm_CD4,NPAS2,-0.001540401
tAge,Tcm_CD4,NPDC1,0.249148792
tAge,Tcm_CD4,NPIPB13,-0.917836991
tAge,Tcm_CD4,NPIPB6,-0.516540119
tAge,Tcm_CD4,NPIPB8,-7.484882168
tAge,Tcm_CD4,NPW,11.30368551
tAge,Tcm_CD4,NRCAM,-2.061878669
tAge,Tcm_CD4,NRGN,0.534965875
tAge,Tcm_CD4,NSMF,8.79874361
tAge,Tcm_CD4,NTN4,0.292175446
tAge,Tcm_CD4,NTS,-115.0176503
tAge,Tcm_CD4,NUCB1-AS1,8.503217669
tAge,Tcm_CD4,NUMB,-0.670213515
tAge,Tcm_CD4,NUP133,0.539862816
tAge,Tcm_CD4,NUP93,-0.141158001
tAge,Tcm_CD4,OBSCN,-2.516666014
tAge,Tcm_CD4,OCA2,1.576482112
tAge,Tcm_CD4,OR52I2,-40.02781385
tAge,Tcm_CD4,OR5B21,-17.38243336
tAge,Tcm_CD4,OR8G1,172.97495
tAge,Tcm_CD4,OSR2,-11.91710169
tAge,Tcm_CD4,OTOA,0.170630489
tAge,Tcm_CD4,OTUD6A,-14.41138577
tAge,Tcm_CD4,OTULIN,0.322313158
tAge,Tcm_CD4,P2RY13,65.73939505
tAge,Tcm_CD4,PACSIN3,-21.30437573
tAge,Tcm_CD4,PALLD,-2.701516628
tAge,Tcm_CD4,PAPSS2,10.30648565
tAge,Tcm_CD4,PATJ,1.546393651
tAge,Tcm_CD4,PATZ1,-5.20050038
tAge,Tcm_CD4,PAWR,-4.42986614
tAge,Tcm_CD4,PBRM1,1.924540999
tAge,Tcm_CD4,PCDHGB4,39.53920713
tAge,Tcm_CD4,PCGF5,0.092772402
tAge,Tcm_CD4,PCLAF,0.496280393
tAge,Tcm_CD4,PCM1,0.398552055
tAge,Tcm_CD4,PCNA,1.455361117
tAge,Tcm_CD4,PCSK1N,3.975616541
tAge,Tcm_CD4,PCSK5,0.824808058
tAge,Tcm_CD4,PDCD4,-0.004736843
tAge,Tcm_CD4,PDE7A,-0.053620838
tAge,Tcm_CD4,PDZD9,-27.04890472
tAge,Tcm_CD4,PEAK1,-0.154832084
tAge,Tcm_CD4,PF4V1,18.31188278
tAge,Tcm_CD4,PFAS,-1.328582103
tAge,Tcm_CD4,PHKG1,-0.214694438
tAge,Tcm_CD4,PIM1,1.477544964
tAge,Tcm_CD4,PIM2,0.324939146
tAge,Tcm_CD4,PIP,108.2384395
tAge,Tcm_CD4,PITPNC1,-0.355962533
tAge,Tcm_CD4,PITPNM2,-2.425744449
tAge,Tcm_CD4,PLAUR,3.950182801
tAge,Tcm_CD4,PLEKHD1,-0.042529499
tAge,Tcm_CD4,PLG,7.337094574
tAge,Tcm_CD4,PLP1,55.54786315
tAge,Tcm_CD4,PLPP1,0.791360702
tAge,Tcm_CD4,PLXNA4,0.182114615
tAge,Tcm_CD4,PMPCA,0.600574254
tAge,Tcm_CD4,PNMA3,3.722691796
tAge,Tcm_CD4,PNPLA4,0.088279226
tAge,Tcm_CD4,POF1B,7.090658074
tAge,Tcm_CD4,POLI,-1.435570573
tAge,Tcm_CD4,POMK,-2.086020762
tAge,Tcm_CD4,PPA1,-0.047514926
tAge,Tcm_CD4,PPAN,-0.081486383
tAge,Tcm_CD4,PPEF1,7.305545987
tAge,Tcm_CD4,PPFIA1,-0.315896745
tAge,Tcm_CD4,PPFIBP2,1.760971752
tAge,Tcm_CD4,PPIF,2.21001307
tAge,Tcm_CD4,PPP1R1B,75.50000898
tAge,Tcm_CD4,PPP1R9A,-14.36795816
tAge,Tcm_CD4,PRAM1,-2.97257038
tAge,Tcm_CD4,PRKAG2,-0.037110943
tAge,Tcm_CD4,PRKAR1B,-2.046650944
tAge,Tcm_CD4,PRKCE,-1.049213604
tAge,Tcm_CD4,PRKCH,-0.839703873
tAge,Tcm_CD4,PRKCZ-AS1,-8.561909658
tAge,Tcm_CD4,PRKD3,-2.564071716
tAge,Tcm_CD4,PRRT4,-38.0711134
tAge,Tcm_CD4,PRRX2,-50.43166632
tAge,Tcm_CD4,PRSS22,36.66300749
tAge,Tcm_CD4,PSMA6,1.053533922
tAge,Tcm_CD4,PSMB10,0.330594082
tAge,Tcm_CD4,PTCH1,1.199957328
tAge,Tcm_CD4,PTGES3,-0.343732955
tAge,Tcm_CD4,PTPN3,105.1718962
tAge,Tcm_CD4,PTPRCAP,0.108962487
tAge,Tcm_CD4,PTPRM,-0.797974365
tAge,Tcm_CD4,PTX3,11.92638175
tAge,Tcm_CD4,PUM1,-0.447279566
tAge,Tcm_CD4,PURA,1.069223195
tAge,Tcm_CD4,PVRIG,-7.003923206
tAge,Tcm_CD4,RAF1,1.528551706
tAge,Tcm_CD4,RALGAPA1,1.005290694
tAge,Tcm_CD4,RALGAPA2,-0.897292001
tAge,Tcm_CD4,RALGPS1,0.436273651
tAge,Tcm_CD4,RAP1B,-0.00606131
tAge,Tcm_CD4,RAP1GAP2,0.239529621
tAge,Tcm_CD4,RASA2,-0.690251233
tAge,Tcm_CD4,RASGEF1C,-17.01445628
tAge,Tcm_CD4,RASSF6,0.829076357
tAge,Tcm_CD4,RASSF8-AS1,65.52837389
tAge,Tcm_CD4,RB1,1.279917281
tAge,Tcm_CD4,RBMS3,-0.624728692
tAge,Tcm_CD4,RBMS3-AS2,-3.286823517
tAge,Tcm_CD4,RCBTB2,1.469983606
tAge,Tcm_CD4,REPS2,-1.263017198
tAge,Tcm_CD4,RERE,-0.062489832
tAge,Tcm_CD4,RFC2,0.581128006
tAge,Tcm_CD4,RFX8,1.281386591
tAge,Tcm_CD4,RGMB,2.908032236
tAge,Tcm_CD4,RHEX,-3.095909513
tAge,Tcm_CD4,RHOB,3.976813808
tAge,Tcm_CD4,RIC8A,-0.170291987
tAge,Tcm_CD4,RIC8B,0.074816174
tAge,Tcm_CD4,RIMS2,0.058604192
tAge,Tcm_CD4,RMDN2,-1.701006067
tAge,Tcm_CD4,RN7SL832P,-3.042795814
tAge,Tcm_CD4,RNF144A,-0.777015032
tAge,Tcm_CD4,ROPN1L,3.102027524
tAge,Tcm_CD4,RPAP3,-1.588620047
tAge,Tcm_CD4,RPS6KA5,0.954496559
tAge,Tcm_CD4,RPS6KA6,6.132477925
tAge,Tcm_CD4,RUNX2,0.668553152
tAge,Tcm_CD4,SAR1A,-0.483789168
tAge,Tcm_CD4,SCARF1,8.008319026
tAge,Tcm_CD4,SCGB1A1,-18.98225568
tAge,Tcm_CD4,SCN8A,2.630397029
tAge,Tcm_CD4,SCRN1,-5.972781145
tAge,Tcm_CD4,SELP,4.309275953
tAge,Tcm_CD4,SERGEF,-0.213754904
tAge,Tcm_CD4,SESN1,-0.203954216
tAge,Tcm_CD4,SESN3,2.055629687
tAge,Tcm_CD4,SETD3,-0.848031277
tAge,Tcm_CD4,SETDB2,0.664025808
tAge,Tcm_CD4,SEZ6L2,-50.56831085
tAge,Tcm_CD4,SFMBT1,2.770286454
tAge,Tcm_CD4,SFMBT2,1.173461522
tAge,Tcm_CD4,SH3KBP1,-0.132435649
tAge,Tcm_CD4,SHB,-16.83370193
tAge,Tcm_CD4,SIGLEC10,4.906627341
tAge,Tcm_CD4,SINHCAF,-0.383219185
tAge,Tcm_CD4,SIX6,110.989835
tAge,Tcm_CD4,SLC12A6,-1.117179677
tAge,Tcm_CD4,SLC14A2-AS1,12.52670053
tAge,Tcm_CD4,SLC16A6,2.147357942
tAge,Tcm_CD4,SLC16A7,-1.534988757
tAge,Tcm_CD4,SLC19A1,-3.984340995
tAge,Tcm_CD4,SLC25A24,1.043340667
tAge,Tcm_CD4,SLC25A25-AS1,-3.335263174
tAge,Tcm_CD4,SLC25A29,-7.1704532
tAge,Tcm_CD4,SLC25A39,2.320778951
tAge,Tcm_CD4,SLC25A46,1.343026815
tAge,Tcm_CD4,SLC26A6,-1.999013627
tAge,Tcm_CD4,SLC35G1,-0.191613701
tAge,Tcm_CD4,SLC39A1,-3.5397074
tAge,Tcm_CD4,SLC39A6,-1.530955943
tAge,Tcm_CD4,SLC46A2,-42.74098969
tAge,Tcm_CD4,SLC5A3,-0.709628721
tAge,Tcm_CD4,SLC9A6,-1.287695762
tAge,Tcm_CD4,SLCO3A1,0.759415305
tAge,Tcm_CD4,SLFN13,0.139535324
tAge,Tcm_CD4,SLFN14,32.82535692
tAge,Tcm_CD4,SLIT3,4.706220067
tAge,Tcm_CD4,SMCR2,-70.24323607
tAge,Tcm_CD4,SMIM14,-0.058722896
tAge,Tcm_CD4,SNHG22,0.586844335
tAge,Tcm_CD4,SNRK,-0.472475683
tAge,Tcm_CD4,SNTG2,0.362559349
tAge,Tcm_CD4,SNX24,0.714749809
tAge,Tcm_CD4,SORCS3,2.597936752
tAge,Tcm_CD4,SOX30,-4.809151472
tAge,Tcm_CD4,SPAG7,0.707437156
tAge,Tcm_CD4,SPART,0.447103135
tAge,Tcm_CD4,SPEF1,-35.7188396
tAge,Tcm_CD4,SPEF2,0.400296883
tAge,Tcm_CD4,SPIRE1,-1.740913763
tAge,Tcm_CD4,SPRY1,-4.635008071
tAge,Tcm_CD4,SRGAP1,0.487798873
tAge,Tcm_CD4,SRPK2,-0.538726873
tAge,Tcm_CD4,SSBP3,-0.582447423
tAge,Tcm_CD4,SSH2,-0.874773981
tAge,Tcm_CD4,ST6GALNAC6,0.395698179
tAge,Tcm_CD4,ST7L,0.437694075
tAge,Tcm_CD4,ST8SIA4,0.006478549
tAge,Tcm_CD4,STAM,1.245437746
tAge,Tcm_CD4,STAT1,0.103820788
tAge,Tcm_CD4,STAT4,1.286841433
tAge,Tcm_CD4,STK3,-1.697802304
tAge,Tcm_CD4,STON1-GTF2A1L,-0.681249445
tAge,Tcm_CD4,STX10,0.977003038
tAge,Tcm_CD4,STX3,-7.232240626
tAge,Tcm_CD4,SUFU,-0.725607235
tAge,Tcm_CD4,SULF2,-0.601534125
tAge,Tcm_CD4,SULT1B1,-0.567102634
tAge,Tcm_CD4,SUPT3H,0.832482275
