compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,ITP,pubmed_id
Sodium borate,Drosophila melanogaster,Oregon-R,0.00025 M,,,9.5,S,,NA,Male,,NA,No,2325439
Sodium borate,Drosophila melanogaster,Oregon-R,0.000001,,,0,NS,,NA,Male,,NA,No,2325439
Sodium borate,Drosophila melanogaster,Oregon-R,0.00001 M,,,1.5,S,,NA,Male,,NA,No,2325439
Sodium borate,Drosophila melanogaster,Oregon-R,0.0001 M,,,3,S,,NA,Male,,NA,No,2325439
Sodium borate,Drosophila melanogaster,Oregon-R,0.001 M,,,-21.2,S,,NA,Male,,NA,No,2325439
Sodium borate,Drosophila melanogaster,Oregon-R,0.005 M,,,-51.9,S,,NA,Male,,NA,No,2325439
Sodium borate,Drosophila melanogaster,Oregon-R,0.01 M,,,-69.2,S,,NA,Male,,NA,No,2325439
Beta-alanine,Drosophila melanogaster,Oregon-R,0.001 M,,,-6.74,NS,,NA,Male,,NA,No,2495975
Beta-alanine,Drosophila melanogaster,Oregon-R,0.01 M,,,-2.08,NS,,NA,Male,,NA,No,2495975
Beta-alanine,Drosophila melanogaster,Oregon-R,0.1 M,,,-4.17,NS,,NA,Male,,NA,No,2495975
Hypotaurine,Drosophila melanogaster,Oregon-R,0.001 M,,,2.18,NS,,NA,Male,,NA,No,2495975
Hypotaurine,Drosophila melanogaster,Oregon-R,0.01 M,,,2.38,NS,,NA,Male,,NA,No,2495975
Hypotaurine,Drosophila melanogaster,Oregon-R,0.1 M,,,-39.76,S,,NA,Male,,NA,No,2495975
Taurine,Drosophila melanogaster,Oregon-R,0.05 M,,,2.28,NS,,NA,Male,,NA,No,2495975
Taurine,Drosophila melanogaster,Oregon-R,0.1 M,,,-0.49,NS,,NA,Male,,NA,No,2495975
Taurine,Drosophila melanogaster,Oregon-R,0.2 M,,,-0.32,NS,,NA,Male,,NA,No,2495975
Pineal gland extract,Mus musculus,SHR,0.1 mg subcutaneous injection 5 consecutive days monthly,12 months,until death,3,NA,-3,NA,Female,,NA,No,2682058
Pineal gland extract,Mus musculus,SHR,0.1 mg subcutaneous injection 5 consecutive days monthly,3.5 months,until death,14,NA,-2,NA,Female,,NA,No,2682058
Thymus extract,Mus musculus,SHR,0.1 mg subcutaneous injection 5 consecutive days monthly,12 months,until death,0,NA,-6,NA,Female,,NA,No,2682058
Thymus extract,Mus musculus,SHR,0.1 mg subcutaneous injection 5 consecutive days monthly,3.5 months,until death,0,NA,3,NA,Female,,NA,No,2682058
Cortisone,Asplanchna brightwelli,clone 4B61,200 µM,,,19.3,S,0,NA,Unknown,,NA,No,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,10 µM,,,0.7,NS,0,NA,Unknown,,NA,No,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,100 µM,,,20.8,S,0,NA,Unknown,,NA,No,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,50 µM,,,2.2,NS,0,NA,Unknown,,NA,No,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,800 µM,,,-6.3,NS,0,NA,Unknown,,NA,No,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,400 µM,,,-3.2,NS,0,NA,Unknown,,NA,No,2782995
2-Oxothiazolidine-4-carboxylate,Musca Domestica,,3 mM,,,-24,S,,NA,Unknown,,NA,No,2866912
Buthionine Sulfoximine ,Musca Domestica,,3 mM,,,-30,S,,NA,Unknown,,NA,No,2866912
Aluminium chloride,Mus musculus,C57BL/6J,270 ppm water plus 289 ppm food,20 months,until death,-7,S,,NA,Male,-11,NA,No,3205069
Vitamin E,Caenorhabditis elegans,N2,200 µg/ml,,,23,S,,NA,Unknown,,NA,No,3374177
Vitamin E,Caenorhabditis elegans,N2,200 µg/ml,,,17,S,,NA,Unknown,,NA,No,3374177
Vitamin E,Caenorhabditis elegans,N2,200 µg/ml,,,22,S,,NA,Unknown,,NA,No,3374177
Vitamin E,Caenorhabditis elegans,N2,100 µg/ml,,,9,NS,,NA,Unknown,,NA,No,3374177
Vitamin E,Caenorhabditis elegans,N2,400 µg/ml,,,4,NS,,NA,Unknown,,NA,No,3374177
Ascorbic acid,Caenorhabditis elegans,N2,80 µg/ml,,,0,NS,,NA,Unknown,,NA,No,3374177
Sodium hypophosphite,Zaprionus paravittiger,,100 µM,,,24.9,S,22.9,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,1 mM,,,28.5,S,34.3,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,1 mM,,,28.1,S,27,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,5 mM,,,25.4,S,19.7,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,5 mM,,,23.6,S,21.9,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,60 mM,,,-24.2,S,-8.1,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,10 µM,,,13.2,S,12.4,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,100 µM,,,18,S,21,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,1 µM,,,5.3,S,5.7,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,100 mM,,,-46.9,S,-47.2,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,10 µM,,,13,S,13.3,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,1 µM,,,1,S,6,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,1 mM,,,-88.5,S,-91.4,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,10 mM,,,-4.1,NS,-1.4,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,10 mM,,,-8.3,S,-1.7,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,500 mM,,,-84.1,S,-78.1,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,60 mM,,,-24.4,S,-11.2,NA,Female,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,100 mM,,,-58.8,S,-54.8,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,500 mM,,,-85.3,S,-78.6,NA,Male,,NA,No,3721207
Sodium hypophosphite,Zaprionus paravittiger,,1 mM,,,-89.8,S,-94.9,NA,Female,,NA,No,3721207
Nordihydroguaiaretic acid,Aedes aegypti,,0.001% (w/v),,,11.9,NS,,NA,Male,,NA,No,3749035
Nordihydroguaiaretic acid,Aedes aegypti,,0.005% (w/v),,,64.3,S,,NA,Male,,NA,No,3749035
Nordihydroguaiaretic acid,Aedes aegypti,,0.01% (w/v),,,13.6,NS,,NA,Female,,NA,No,3749035
Nordihydroguaiaretic acid,Aedes aegypti,,0.005% (w/v),,,6.7,NS,,NA,Female,,NA,No,3749035
Nordihydroguaiaretic acid,Aedes aegypti,,0.001% (w/v),,,42.7,S,,NA,Female,,NA,No,3749035
Beta-carotene,Mus musculus,C57BL/6J,5000 ppm food,20 months,until death,-10,NS,,NA,Male,0,NS,No,3770487
Beta-carotene,Mus musculus,C57BL/6J,5000 ppm food,1 month,until death,9,NS,,NA,Male,0,NS,No,3770487
Curare,Asplanchna brightwelli,,0.00%,,,34,S,,NA,Unknown,,NA,No,3833547
Curare,Asplanchna brightwelli,,0.00%,,,32,S,,NA,Unknown,,NA,No,3833547
Curare,Asplanchna brightwelli,,0.00%,,,26,S,,NA,Unknown,,NA,No,3833547
Curare,Asplanchna brightwelli,,0.00%,,,-24,S,,NA,Unknown,,NA,No,3833547
Ferrous chloride,Musca domestica,,2 mM,,,-53.91,S,,NA,Male,,NA,No,3835414
Aspirin,Drosophila melanogaster,Oregon-R,2.5 mg/mL,,,-16.06,S,,NA,Male,,NA,No,3921599
Aspirin,Drosophila melanogaster,Oregon-R,0.5 mg/mL,,,-9.04,S,,NA,Male,,NA,No,3921599
Aspirin,Drosophila melanogaster,Oregon-R,0.25 mg/mL,,,-1.58,NS,,NA,Male,,NA,No,3921599
Aspirin,Drosophila melanogaster,Oregon-R,2.5 mg/mL,,,-2.19,NS,,NA,Male,,NA,No,3921599
Aspirin,Drosophila melanogaster,Oregon-R,0.5 mg/mL,,,0.48,NS,,NA,Male,,NA,No,3921599
Chlorpromazine chloride,Drosophila melanogaster,Oregon-R,1 μg/mL,,,-2.19,NS,,NA,Male,,NA,No,3921599
Chlorpromazine chloride,Drosophila melanogaster,Oregon-R,10 μg/mL,,,-6.34,S,,NA,Male,,NA,No,3921599
Chlorpromazine chloride,Drosophila melanogaster,Oregon-R,100 μg/mL,,,-10,S,,NA,Male,,NA,No,3921599
Dimethyl sulfoxide,Drosophila melanogaster,Oregon-R,0.10%,,,-6.37,NS,,NA,Male,,NA,No,3921599
Dimethyl sulfoxide,Drosophila melanogaster,Oregon-R,0.50%,,,-36.25,S,,NA,Male,,NA,No,3921599
Sodium salicylate,Drosophila melanogaster,Oregon-R,0.001 M,,,-1.46,NS,,NA,Male,,NA,No,3921599
Sodium salicylate,Drosophila melanogaster,Oregon-R,0.015 M,,,-11.94,S,,NA,Male,,NA,No,3921599
Salicylic acid,Drosophila melanogaster,Oregon-R,0.001 M,,,0.85,NS,,NA,Male,,NA,No,3921599
Salicylic acid,Drosophila melanogaster,Oregon-R,0.015 M,,,-13.2,S,,NA,Male,,NA,No,3921599
Phenol,Drosophila melanogaster,Oregon-R,0.001 mM,,,-3.55,NS,,NA,Male,,NA,No,3921599
Phenol,Drosophila melanogaster,Oregon-R,0.01 mM,,,-4.23,NS,,NA,Male,,NA,No,3921599
Phenol,Drosophila melanogaster,Oregon-R,0.1 mM,,,-6.59,S,,NA,Male,,NA,No,3921599
Indomethacin,Drosophila melanogaster,Oregon-R,0.1 mg/mL,,,-6.99,NS,,NA,Male,,NA,No,3921599
Indomethacin,Drosophila melanogaster,Oregon-R,1 mg/mL,,,-11.53,S,,NA,Male,,NA,No,3921599
Indomethacin,Drosophila melanogaster,Oregon-R,10 mg/mL,,,-41.78,S,,NA,Male,,NA,No,3921599
Dimethyl sulfoxide,Drosophila melanogaster,Oregon-R,0.10%,,,-5.74,NS,,NA,Male,,NA,No,3921599
Dimethyl sulfoxide,Drosophila melanogaster,Oregon-R,0.50%,,,-6.36,S,,NA,Male,,NA,No,3921599
"2,3-Dihydroxybenzoic acid",Drosophila melanogaster,Oregon-R,0.01 mM,,,9.33,S,,NA,Male,,NA,No,3921599
"2,3-Dihydroxybenzoic acid",Drosophila melanogaster,Oregon-R,0.1 mM,,,2.69,NS,,NA,Male,,NA,No,3921599
"2,3-Dihydroxybenzoic acid",Drosophila melanogaster,Oregon-R,1 mM,,,3.77,NS,,NA,Male,,NA,No,3921599
Aspirin,Drosophila melanogaster,Oregon-R,0.001 M,,,0.62,NS,,NA,Male,,NA,No,3921599
Aspirin,Drosophila melanogaster,Oregon-R,0.015 M,,,-7.12,S,,NA,Male,,NA,No,3921599
Sodium fluoride,Drosophila melanogaster,Oregon-R,0.1 mM,,,-4.4,NS,,NA,Male,,NA,No,3932134
Sodium fluoride,Drosophila melanogaster,Oregon-R,0.01 mM,,,-3.4,NS,,NA,Male,,NA,No,3932134
Sodium fluoride,Drosophila melanogaster,Oregon-R,0.001 mM,,,-4.4,NS,,NA,Male,,NA,No,3932134
Aluminium chloride,Drosophila melanogaster,Oregon-R,10 mM,,,-14.45,S,,NA,Male,,NA,No,3932134
Aluminium chloride,Drosophila melanogaster,Oregon-R,1 mM,,,11.35,S,,NA,Male,,NA,No,3932134
Aluminium chloride,Drosophila melanogaster,Oregon-R,0.1 mM,,,-4.99,NS,,NA,Male,,NA,No,3932134
Aluminum sulfate,Drosophila melanogaster,Oregon-R,10 mM,,,-21.84,S,,NA,Male,,NA,No,3932134
Aluminum sulfate,Drosophila melanogaster,Oregon-R,1 mM,,,-10.92,S,,NA,Male,,NA,No,3932134
Aluminum sulfate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-2.9,NS,,NA,Male,,NA,No,3932134
Aluminium nitrate,Drosophila melanogaster,Oregon-R,10 mM,,,-8.93,S,,NA,Male,,NA,No,3932134
Aluminium nitrate,Drosophila melanogaster,Oregon-R,1 mM,,,-12.47,S,,NA,Male,,NA,No,3932134
Aluminium nitrate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-4.84,NS,,NA,Male,,NA,No,3932134
Aluminium chloride,Drosophila melanogaster,Oregon-R,10 mM,,,-20.81,S,,NA,Male,,NA,No,3932134
Aluminium chloride,Drosophila melanogaster,Oregon-R,1 mM,,,-11.64,S,,NA,Male,,NA,No,3932134
Aluminium chloride,Drosophila melanogaster,Oregon-R,0.1 mM,,,-5.82,S,,NA,Male,,NA,No,3932134
Beta-carotene,Musca domestica,,2%,,,-26.08,S,,NA,Male,,NA,No,4068768
Vitamin E,Musca domestica,,0.50%,,,-9.25,NS,,NA,Male,,NA,No,4068768
Beta-carotene,Musca domestica,,2%,,,-2.89,NS,,NA,Male,,NA,No,4068768
Beta-carotene,Musca domestica,,0.50%,,,-8.79,NS,,NA,Male,,NA,No,4068768
Ascorbic acid,Musca domestica,,2%,,,-52.17,S,,NA,Male,,NA,No,4068768
Ascorbic acid,Musca domestica,,0.50%,,,-13.88,NS,,NA,Male,,NA,No,4068768
Dimethylaminoethyl p-chlorophenoxyacetate,Rattus norvegicus,Swiss,0.3g/L,,,27.3,S,39.7,NA,Male,,NA,No,4147092
Deuterium Oxide,Drosophila melanogaster,Oregon-R,50%,,,-24,NA,,NA,Male,,NA,No,4203023
Deuterium Oxide,Drosophila melanogaster,Oregon-R,50%,,,-29.41,NA,,NA,Male,,NA,No,4203023
Deuterium Oxide,Drosophila melanogaster,Oregon-R,50%,,,-93.75,NA,,NA,Male,,NA,No,4203023
Deuterium Oxide,Drosophila melanogaster,Oregon-R,50%,,,-65.88,NA,,NA,Male,,NA,No,4203023
Chloroquine,Drosophila melanogaster,Canton S,250 mg/100 mL of medium,,,11,NS,14,NA,Male,,NA,No,4397875
Promethazine hydrochloride,Drosophila melanogaster,Canton S,62.5 mg/100 mL of medium,,,-1,NS,0,NA,Male,,NA,No,4397875
Chlorpromazine chloride,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,19,NS,26,NA,Female,,NA,No,4397875
Procaine HCl,Drosophila melanogaster,Canton S,200 mg/100 mL of medium,,,18,NS,5,NA,Female,,NA,No,4397875
Colchine,Drosophila melanogaster,Canton S,0.25 mg/100 mL of medium,,,25,NS,14,NA,Female,,NA,No,4397875
Chlorpheniramine maleate,Drosophila melanogaster,Canton S,16 mg/100 mL of medium,,,18,NS,3,NA,Female,,NA,No,4397875
Cyclizine HCl,Drosophila melanogaster,Canton S,50 mg/100 mL of medium,,,6,NS,6,NA,Female,,NA,No,4397875
Tripelennamine HCl,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,19,NS,27,NA,Female,,NA,No,4397875
Doxylamine succinate,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,4,NS,5,NA,Female,,NA,No,4397875
Doxylamine succinate,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,,,22,NS,10,NA,Female,,NA,No,4397875
Carbinoxamine maleate,Drosophila melanogaster,Canton S,4 mg/100 mL of medium,,,25,NS,31,NA,Female,,NA,No,4397875
Phenylbutazone,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,,,22,NS,38,NA,Female,,NA,No,4397875
Indomethacin,Drosophila melanogaster,Canton S,31 mg/100 mL of medium,,,19,NS,33,NA,Female,,NA,No,4397875
Bismuth sodium tryglycollamate,Drosophila melanogaster,Canton S,310 mg/100 mL of medium,,,13,NS,9,NA,Female,,NA,No,4397875
Acetaminophen,Drosophila melanogaster,Canton S,650 mg/100 mL of medium,,,-10,NS,-6,NA,Female,,NA,No,4397875
Dexamethasone sodium phosphate,Drosophila melanogaster,Canton S,0.5 mg/100 mL of medium,,,1,NS,3,NA,Female,,NA,No,4397875
Sodium salicylate,Drosophila melanogaster,Canton S,175 mg/100 mL of medium,,,25,S,27,NA,Female,,NA,No,4397875
Salicylamide,Drosophila melanogaster,Canton S,650 mg/100 mL of medium,,,44,S,42,NA,Female,,NA,No,4397875
3:1 Mixture: salicyl-salicylic acid + aspirin,Drosophila melanogaster,Canton S,490 mg/100 mL of medium,,,12,NS,43,NA,Female,,NA,No,4397875
Aluminum acetylsalicylate,Drosophila melanogaster,Canton S,680 mg/100 mL of medium,,,12,NS,6,NA,Female,,NA,No,4397875
Fluprednisolone,Drosophila melanogaster,Canton S,0.047 mg/100 mL of medium,,,3,NS,-1,NA,Female,,NA,No,4397875
Fluprednisolone,Drosophila melanogaster,Canton S,0.75 mg/100 mL of medium,,,23,S,9,NA,Female,,NA,No,4397875
Procaine HCl,Drosophila melanogaster,Canton S,200 mg/100 mL of medium,,,3,NS,8,NA,Male,,NA,No,4397875
Colchine,Drosophila melanogaster,Canton S,0.25 mg/100 mL of medium,,,16,NS,0,NA,Male,,NA,No,4397875
Cyclizine HCl,Drosophila melanogaster,Canton S,50 mg/100 mL of medium,,,-8,NS,-13,NA,Male,,NA,No,4397875
Chlorpheniramine maleate,Drosophila melanogaster,Canton S,16 mg/100 mL of medium,,,-1,NS,18,NA,Male,,NA,No,4397875
Tripelennamine HCl,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,18,NS,13,NA,Male,,NA,No,4397875
Doxylamine succinate,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,,,14,NS,9,NA,Male,,NA,No,4397875
Doxylamine succinate,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,4,NS,1,NA,Male,,NA,No,4397875
Diphenhydramine HCl,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,,,16,NS,6,NA,Male,,NA,No,4397875
Diphenhydramine HCl,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,,,14,NS,9,NA,Male,,NA,No,4397875
Indomethacin,Drosophila melanogaster,Canton S,31 mg/100 mL of medium,,,0,NS,5,NA,Male,,NA,No,4397875
Acetaminophen,Drosophila melanogaster,Canton S,650 mg/100 mL of medium,,,20,S,5,NA,Male,,NA,No,4397875
Sodium salicylate,Drosophila melanogaster,Canton S,175 mg/100 mL of medium,,,4,NS,1,NA,Male,,NA,No,4397875
3:1 Mixture: salicyl-salicylic acid + aspirin,Drosophila melanogaster,Canton S,490 mg/100 mL of medium,,,31,S,18,NA,Male,,NA,No,4397875
Fluprednisolone,Drosophila melanogaster,Canton S,0.047 mg/100 mL of medium,,,15,NS,14,NA,Male,,NA,No,4397875
Fluprednisolone,Drosophila melanogaster,Canton S,0.75 mg/100 mL of medium,,,16,NS,8,NA,Male,,NA,No,4397875
Dexamethasone sodium phosphate,Drosophila melanogaster,Canton S,0.5 mg/100 mL of medium,,,29,S,21,NA,Male,,NA,No,4397875
Polyvinylpyrrotidone,Drosophila melanogaster,cross between Canton S females with Oregon RC males,500 mg/100 mL of medium,,,7,NS,11,NA,Female,,NA,No,4397875
Dexamethasone sodium phosphate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,5 mg/100 mL of medium,,,-15,NS,17,NA,Female,,NA,No,4397875
Meclofenoxate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,28,S,23,NA,Female,,NA,No,4397875
Inositol,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,17,NS,9,NA,Female,,NA,No,4397875
Aspirin,Drosophila melanogaster,cross between Canton S females with Oregon RC males,20 mg/100 mL of medium,,,-14,NS,5,NA,Female,,NA,No,4397875
Pantothenic acid,Drosophila melanogaster,cross between Canton S females with Oregon RC males,50 mg/100 mL of medium,,,2,NS,-3,NA,Female,,NA,No,4397875
Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,10 mg/100 mL of medium,,,30,S,18,NA,Female,,NA,No,4397875
Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,500 mg/100 mL of medium,,,25,S,20,NA,Female,,NA,No,4397875
Polyvinylpyrrotidone,Drosophila melanogaster,cross between Canton S females with Oregon RC males,500 mg/100 mL of medium,,,4,NS,-3,NA,Male,,NA,No,4397875
Pantothenic acid,Drosophila melanogaster,cross between Canton S females with Oregon RC males,50 mg/100 mL of medium,,,23,NS,1,NA,Male,,NA,No,4397875
Inositol,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,1,NS,-4,NA,Male,,NA,No,4397875
Aspirin,Drosophila melanogaster,cross between Canton S females with Oregon RC males,20 mg/100 mL of medium,,,30,S,5,NA,Male,,NA,No,4397875
Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,32,S,15,NA,Male,,NA,No,4397875
Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,10 mg/100 mL of medium,,,32,S,16,NA,Male,,NA,No,4397875
Dimethylaminoethyl p-chlorophenoxyacetate,Mus musculus,C57BL/6J,702 ppm water,8.1 or 9.3 months,until death,4,NS,-6,NA,Female,-14,NA,No,4788962
Chlorpromazine,Mus musculus,C57BL/6J,16.7 ppm water,9.7 or 10.7 months,until death,0,NS,4,NA,Female,0,NA,No,4788962
Chlorpheniramine,Mus musculus,C57BL/6J,2.28 ppm water,9.4 months,until death,-2,NS,6,NA,Female,-17,NA,No,4788962
Chlorpheniramine,Mus musculus,C57BL/6J,0.762 ppm water,9.4 or 10.4 months,until death,1,NS,-8,NA,Female,-11,NA,No,4788962
Chloroquine,Mus musculus,C57BL/6J,39.5 ppm water,10.4 or 12.1 months,until death,0,NS,-9,NA,Female,-1,NA,No,4788962
Chloroquine,Mus musculus,C57BL/6J,13.2 ppm water,9.4 or 10.4 months,until death,-8,S,-7,NA,Female,4,NA,No,4788962
Aspirin,Mus musculus,C57BL/6J,495 ppm water,8.1 or 9.3 months,until death,0,NS,-3,NA,Female,-16,NA,No,4788962
Aspirin,Mus musculus,C57BL/6J,242 ppm water,8.1 months,until death,-10,S,-7,NA,Female,2,NA,No,4788962
Aspirin,Mus musculus,C57BL/6J,113 ppm water,8.1 months,until death,3,NS,-4,NA,Female,-6,NA,No,4788962
Acetaminophen,Mus musculus,C57BL/6J,242 ppm water,9.4 months,until death,2,NS,-7,NA,Female,-1,NA,No,4788962
Ethoxyquin,Mus musculus,C3H,5000 ppm food,3 months,until death,20,S,26,S,Female,-22,NA,No,4927196
Ethoxyquin,Mus musculus,C3H,5000 ppm food,3 months,until death,18,S,25,S,Male,-11,NA,No,4927196
Sodim cyclamate,Rattus norvegicus,Wistar,0.43/100 g,,,9.77,S,-11.28,NA,Male,,NA,No,5132583
Edetate disodium,Philodina acuticornis,Milne,17 mM,,,-2.23,NS,,NA,Unknown,,NA,No,5166382
Sodium citrate,Philodina acuticornis,Milne,17 mM,,,-1.26,NS,,NA,Unknown,,NA,No,5166382
Sodium citrate,Philodina acuticornis,Milne,17 mM,,,2.23,NS,,NA,Unknown,,NA,No,5166382
Cycloheximide,Drosophila melanogaster,F2 hybrids between the B and K inbred lines,5 mg/mL,,,,NA,-7.65,NA,Male,,NA,No,5353613
p-fluorophenylalanine,Drosophila melanogaster,F1 hybrids between the B and K inbred lines,20 mM,,,,NS,5.65,NA,Male,,NA,No,5353613
Disulfiram,Rattus norvegicus,Wistar,1 in 2000,,,-5.08,NS,,NA,Male,,NA,No,5469789
Disulfiram,Rattus norvegicus,Wistar,1 in 1000,,,-21.18,S,,NA,Male,,NA,No,5469789
Diamide,Musca domestica,,2 mM,,,-2.91,NS,,NA,Male,,NA,No,6146478
Paraquat,Musca domestica,,1 mM,,,-36.21,S,,NA,Male,,NA,No,6149066
Diethyldithiocarbamate,Musca domestica,Thuron,10 mM,,,45,S,,NA,Male,,NA,No,6325831
Diethyldithiocarbamate,Musca domestica,Thuron,1 mM,,,36,S,,NA,Male,,NA,No,6325831
Zinc acetate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-6,S,,NA,Male,,NA,No,6409707
Zinc acetate,Drosophila melanogaster,Oregon-R,1 mM,,,-4,NS,,NA,Male,,NA,No,6409707
Zinc acetate,Drosophila melanogaster,Oregon-R,10 mM,,,-12,S,,NA,Male,,NA,No,6409707
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.1 mM,,,8.8,NS,,NA,Male,,NA,No,6409707
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.5 mM,,,-65.1,S,,NA,Male,,NA,No,6409707
Cadmium chloride,Drosophila melanogaster,Oregon-R,1 mM,,,-74,S,,NA,Male,,NA,No,6409707
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.001 mM,,,6.5,S,,NA,Male,,NA,No,6409707
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.01 mM,,,6.5,NS,,NA,Male,,NA,No,6409707
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.1 mM,,,-17.4,S,,NA,Male,,NA,No,6409707
Cupric glycinate,Drosophila melanogaster,Oregon-R,0.01 mM,,,2.2,NS,,NA,Male,,NA,No,6423450
Cupric glycinate,Drosophila melanogaster,Oregon-R,0.05 mM,,,2.2,NS,,NA,Male,,NA,No,6423450
Cupric glycinate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-4.4,S,,NA,Male,,NA,No,6423450
Cupric formate,Drosophila melanogaster,Oregon-R,0.01 mM,,,7.5,S,,NA,Male,,NA,No,6423450
Cupric formate,Drosophila melanogaster,Oregon-R,0.05 mM,,,5,NS,,NA,Male,,NA,No,6423450
Cupric formate,Drosophila melanogaster,Oregon-R,0.01 mM,,,-2.5,NS,,NA,Male,,NA,No,6423450
Cupric lactate,Drosophila melanogaster,Oregon-R,0.01 mM,,,2.5,NS,,NA,Male,,NA,No,6423450
Cupric lactate,Drosophila melanogaster,Oregon-R,0.05 mM,,,7.1,S,,NA,Male,,NA,No,6423450
Cupric lactate,Drosophila melanogaster,Oregon-R,0.1 mM,,,5,NS,,NA,Male,,NA,No,6423450
Cupric gluconate,Drosophila melanogaster,Oregon-R,0.1 mM,,,0,NS,,NA,Male,,NA,No,6423450
Cupric gluconate,Drosophila melanogaster,Oregon-R,1 mM,,,-12.6,S,,NA,Male,,NA,No,6423450
Cupric gluconate,Drosophila melanogaster,Oregon-R,5 mM,,,-79.5,S,,NA,Male,,NA,No,6423450
Cupric sulfate,Drosophila melanogaster,Oregon-R,0.01 mM,,,-4,NS,,NA,Male,,NA,No,6423450
Cupric sulfate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-4,NS,,NA,Male,,NA,No,6423450
Cupric sulfate,Drosophila melanogaster,Oregon-R,1 mM,,,-10,S,,NA,Male,,NA,No,6423450
Cupric chloride,Drosophila melanogaster,Oregon-R,0.1 mM,,,0,NS,,NA,Male,,NA,No,6423450
Cupric chloride,Drosophila melanogaster,Oregon-R,1 mM,,,-15.1,S,,NA,Male,,NA,No,6423450
Cupric lactate,Drosophila melanogaster,Oregon-R,0.1 mM,,,7,NS,,NA,Male,,NA,No,6423450
Cupric lactate,Drosophila melanogaster,Oregon-R,1 mM,,,-1.8,NS,,NA,Male,,NA,No,6423450
Cupric gluconate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-5.5,NS,,NA,Male,,NA,No,6423450
Cupric gluconate,Drosophila melanogaster,Oregon-R,1 mM,,,-7,NS,,NA,Male,,NA,No,6423450
Cupric citrate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-3.6,NS,,NA,Male,,NA,No,6423450
